Firmware;Hits;Bandwidth
/releases/18.06.8/targets/brcm63xx/generic/openwrt-18.06.8-brcm63xx-generic-96345GW2-generic-squashfs-cfe-bc221.bin;21;22.59 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wr841-v11-squashfs-factory-eu.bin;21;47.33 MB
/releases/19.07.4/targets/ramips/rt305x/openwrt-19.07.4-ramips-rt305x-dir-620-d1-initramfs-kernel.bin;21;41.55 MB
/snapshots/targets/bcm47xx/mips74k/openwrt-bcm47xx-mips74k-linksys_e900-v1-squashfs.bin;21;43.80 MB
/releases/19.07.4/targets/cns3xxx/generic/openwrt-19.07.4-cns3xxx-squashfs-laguna_nor-legacy-sysupgrade.bin;21;50.97 MB
/releases/18.06.8/targets/lantiq/xway/openwrt-18.06.8-lantiq-xway-arcadyan_arv7510pw22-initramfs-kernel.bin;21;25.30 MB
/snapshots/targets/bcm63xx/smp/openwrt-bcm63xx-smp-adb_a4001n-squashfs-cfe.bin;21;67.47 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-tplink_archer-c6-v2-initramfs-kernel.bin;21;44.69 MB
/releases/19.07.4/targets/lantiq/falcon/openwrt-19.07.4-lantiq-falcon-lantiq_falcon-mdu-squashfs-sysupgrade.bin;21;29.75 MB
/snapshots/targets/bcm63xx/smp/openwrt-bcm63xx-smp-adb_pdg-a4001n-a-000-1a1-ax-squashfs-sysupgrade.bin;21;63.75 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-nec_wg800hp-squashfs-factory.bin;21;51.95 MB
/snapshots/targets/kirkwood/generic/u-boot-iconnect_second_stage/u-boot.bin;21;7.40 MB
/releases/19.07.3/targets/ramips/mt76x8/openwrt-19.07.3-ramips-mt76x8-tplink_c50-v4-squashfs-sysupgrade.bin;21;62.06 MB
/releases/19.07.4/targets/ramips/mt7620/openwrt-19.07.4-ramips-mt7620-psg1218b-initramfs-kernel.bin;21;48.75 MB
/snapshots/targets/bcm47xx/legacy/openwrt-bcm47xx-legacy-linksys_wrt300n-v1-squashfs.bin;21;53.87 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-tl-wr1043nd-v3-squashfs-sysupgrade.bin;21;50.51 MB
/releases/19.07.4/targets/imx6/generic/openwrt-19.07.4-imx6-apalis-squashfs.combined.bin;21;144.45 MB
/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-huawei_hg255d-initramfs-kernel.bin;21;55.03 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-avm_fritz300e-initramfs-kernel.bin;21;43.17 MB
/snapshots/targets/lantiq/xrx200/openwrt-lantiq-xrx200-zyxel_p-2812hnu-f1-initramfs-kernel.bin;21;50.00 MB
/releases/19.07.4/targets/ipq806x/generic/openwrt-19.07.4-ipq806x-generic-qcom_ipq8064-ap148-legacy-squashfs-nand-factory.bin;21;54.82 MB
/releases/18.06.8/targets/mediatek/mt7623/openwrt-18.06.8-mediatek-mt7623-7623n-bananapi-bpi-r2-initramfs-kernel.bin;21;38.99 MB
/releases/18.06.8/targets/oxnas/ox820/openwrt-18.06.8-oxnas-ox820-cloudengines-pogoplug-pro-squashfs-ubinized.bin;21;21.65 MB
/releases/18.06.8/targets/ramips/mt7620/openwrt-18.06.8-ramips-mt7620-dch-m225-squashfs-sysupgrade.bin;21;35.89 MB
/releases/18.06.8/targets/ramips/mt7620/openwrt-18.06.8-ramips-mt7620-alfa-network_ac1200rm-squashfs-sysupgrade.bin;21;27.64 MB
/releases/19.07.4/targets/mvebu/cortexa53/openwrt-19.07.4-mvebu-cortexa53-globalscale_espressobin-v7-emmc-initramfs-kernel.bin;21;128.07 MB
/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-zbtlink_zbt-cpe102-squashfs-sysupgrade.bin;21;51.81 MB
/releases/18.06.8/targets/brcm63xx/smp/openwrt-18.06.8-brcm63xx-smp-AR5387un-squashfs-sysupgrade.bin;21;35.42 MB
/releases/18.06.8/targets/brcm63xx/smp/openwrt-18.06.8-brcm63xx-smp-A226G-squashfs-cfe.bin;21;30.96 MB
/releases/19.07.4/targets/ramips/rt305x/openwrt-19.07.4-ramips-rt305x-rt-g32-b1-initramfs-kernel.bin;21;38.32 MB
/releases/18.06.8/targets/ar71xx/generic/openwrt-18.06.8-ar71xx-generic-antminer-s3-squashfs-sysupgrade.bin;21;24.98 MB
/releases/18.06.8/targets/brcm63xx/generic/openwrt-18.06.8-brcm63xx-generic-AGPF-S0-squashfs-cfe.bin;21;32.22 MB
/snapshots/targets/lantiq/xrx200/openwrt-lantiq-xrx200-lantiq_easy80920-nand-squashfs-sysupgrade.bin;21;55.31 MB
/snapshots/targets/ath79/generic/openwrt-ath79-generic-tplink_tl-wpa8630-v1-initramfs-kernel.bin;21;53.34 MB
/snapshots/targets/layerscape/armv8_64b/openwrt-layerscape-armv8_64b-fsl_ls1043a-rdb-squashfs-firmware.bin;21;282.65 MB
/releases/19.07.4/targets/mvebu/cortexa9/openwrt-19.07.4-mvebu-cortexa9-marvell_a370-db-initramfs-kernel.bin;21;36.66 MB
/releases/19.07.4/targets/lantiq/xway/openwrt-19.07.4-lantiq-xway-arcadyan_arv7506pw11-initramfs-kernel.bin;21;34.25 MB
/releases/19.07.4/targets/ramips/mt7620/openwrt-19.07.4-ramips-mt7620-ArcherMR200-initramfs-kernel.bin;21;44.82 MB
/releases/19.07.4/targets/ramips/rt305x/openwrt-19.07.4-ramips-rt305x-wt1520-8M-initramfs-kernel.bin;21;39.14 MB
/releases/18.06.8/targets/lantiq/xway_legacy/openwrt-18.06.8-lantiq-xway_legacy-arcadyan_arv4525pw-initramfs-kernel.bin;21;17.45 MB
/releases/18.06.8/targets/mvebu/cortexa9/openwrt-18.06.8-mvebu-cortexa9-turris-omnia-kernel.bin;21;18.63 MB
/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-edimax_ew-7478ac-initramfs-kernel.bin;21;49.01 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-archer-c7-v1-squashfs-sysupgrade.bin;21;48.26 MB
/releases/19.07.4/targets/ipq40xx/generic/openwrt-19.07.4-ipq40xx-generic-engenius_ens620ext-squashfs-factory_35.bin;21;73.55 MB
/snapshots/targets/at91/legacy/openwrt-at91-legacy-tny_a9263-ubifs-factory.bin;21;63.26 MB
/releases/18.06.8/targets/kirkwood/generic/openwrt-18.06.8-kirkwood-cisco_on100-squashfs-factory.bin;21;62.04 MB
/releases/19.07.4/targets/lantiq/xrx200/openwrt-19.07.4-lantiq-xrx200-tplink_tdw8980-initramfs-kernel.bin;21;45.80 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-pcs_cap324-squashfs-sysupgrade.bin;21;51.02 MB
/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-ralink_mt7620a-evb-squashfs-sysupgrade.bin;21;50.33 MB
/releases/18.06.8/targets/brcm63xx/generic/openwrt-18.06.8-brcm63xx-generic-A4001N1-squashfs-sysupgrade.bin;21;42.72 MB
/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-dlink_dir-620-a1-initramfs-kernel.bin;21;47.91 MB
/releases/19.07.4/targets/ramips/rt305x/openwrt-19.07.4-ramips-rt305x-fonera20n-initramfs-kernel.bin;21;34.90 MB
/releases/18.06.8/targets/ramips/mt76x8/openwrt-18.06.8-ramips-mt76x8-mac1200r-v2-squashfs-sysupgrade.bin;21;36.58 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wr740n-v3-squashfs-sysupgrade.bin;21;41.93 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-dlan-pro-500-wp-squashfs-sysupgrade.bin;21;51.75 MB
/releases/18.06.1/targets/ramips/rt305x/openwrt-18.06.1-ramips-rt305x-3g300m-squashfs-sysupgrade.bin;21;56.41 MB
/releases/19.07.4/targets/ramips/rt305x/openwrt-19.07.4-ramips-rt305x-3g150b-squashfs-sysupgrade.bin;21;39.57 MB
/releases/18.06.8/targets/brcm63xx/generic/openwrt-18.06.8-brcm63xx-generic-96358VW-generic-squashfs-cfe.bin;21;20.87 MB
/releases/18.06.8/targets/bcm53xx/generic/openwrt-18.06.8-bcm53xx-buffalo-wzr-900dhp-squashfs.factory-DHP2-JP.bin;21;51.31 MB
/releases/19.07.4/targets/lantiq/xway/openwrt-19.07.4-lantiq-xway-netgear_dgn3500-initramfs-kernel.bin;21;39.04 MB
/releases/19.07.4/targets/ramips/rt305x/openwrt-19.07.4-ramips-rt305x-dcs-930l-b1-initramfs-kernel.bin;21;32.13 MB
/snapshots/targets/oxnas/ox820/openwrt-oxnas-ox820-akitio_mycloud-squashfs-ubinized.bin;21;30.17 MB
/releases/19.07.4/targets/brcm63xx/smp/openwrt-19.07.4-brcm63xx-smp-AGPF-S0-squashfs-cfe.bin;21;29.48 MB
/releases/19.07.4/targets/ramips/mt7620/openwrt-19.07.4-ramips-mt7620-gl-mt750-squashfs-sysupgrade.bin;21;51.25 MB
/releases/19.07.3/targets/mvebu/cortexa9/openwrt-19.07.3-mvebu-cortexa9-linksys_wrt1900acs-squashfs-sysupgrade.bin;21;58.02 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-ocedo_raccoon-squashfs-sysupgrade.bin;21;51.03 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-yuncore_xd4200-squashfs-sysupgrade.bin;21;59.10 MB
/releases/19.07.4/targets/brcm63xx/smp/openwrt-19.07.4-brcm63xx-smp-FAST2504n-squashfs-cfe.bin;21;51.34 MB
/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-wavlink_wl-wn530hg4-initramfs-kernel.bin;21;51.69 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-jjplus_ja76pf2-initramfs-kernel.bin;21;128.78 MB
/releases/19.07.3/targets/ath79/generic/openwrt-19.07.3-ath79-generic-comfast_cf-e120a-v3-squashfs-sysupgrade.bin;21;32.62 MB
/releases/19.07.4/targets/lantiq/xway/openwrt-19.07.4-lantiq-xway-avm_fritz7320-initramfs-kernel.bin;21;37.55 MB
/releases/18.06.8/targets/ar7/generic/openwrt-18.06.8-ar7-generic-WA7B-squashfs-code.bin;21;29.96 MB
/releases/19.07.4/targets/at91/sam9x/openwrt-19.07.4-at91-sam9x-tny_a9g20-squashfs-factory.bin;21;51.81 MB
/releases/19.07.4/targets/lantiq/xrx200/openwrt-19.07.4-lantiq-xrx200-tplink_vr200-initramfs-kernel.bin;21;46.56 MB
/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-widora_neo-16m-squashfs-sysupgrade.bin;21;57.52 MB
/releases/19.07.2/targets/ramips/rt288x/openwrt-19.07.2-ramips-rt288x-wzr-agl300nh-squashfs-sysupgrade.bin;21;53.27 MB
/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-hiwifi_hc5761-initramfs-kernel.bin;21;53.94 MB
/releases/17.01.4/targets/ar71xx/generic/lede-17.01.4-ar71xx-generic-tl-wr941nd-v6-squashfs-sysupgrade.bin;21;52.58 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-ubnt_acb-isp-initramfs-kernel.bin;21;48.13 MB
/releases/18.06.8/targets/lantiq/falcon/openwrt-18.06.8-lantiq-falcon-lantiq_falcon-sfp-squashfs-sysupgrade.bin;21;28.78 MB
/releases/18.06.8/targets/brcm63xx/generic/openwrt-18.06.8-brcm63xx-generic-A226G-squashfs-cfe.bin;21;29.61 MB
/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-belkin_f5d8235-v2-initramfs-kernel.bin;21;45.77 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-tplink_tl-wr1043nd-v2-initramfs-kernel.bin;21;48.09 MB
/releases/19.07.4/targets/lantiq/falcon/openwrt-19.07.4-lantiq-falcon-lantiq_falcon-sfp-squashfs-sysupgrade.bin;21;27.95 MB
/releases/19.07.4/targets/mvebu/cortexa72/openwrt-19.07.4-mvebu-cortexa72-marvell_armada8040-db-initramfs-kernel.bin;21;139.42 MB
/releases/19.07.4/targets/ramips/rt305x/openwrt-19.07.4-ramips-rt305x-zorlik_zl5900v2-initramfs-kernel.bin;21;48.26 MB
/releases/19.07.4/targets/lantiq/xrx200/openwrt-19.07.4-lantiq-xrx200-alphanetworks_asl56026-squashfs-sysupgrade.bin;21;47.38 MB
/releases/19.07.4/targets/ipq806x/generic/openwrt-19.07.4-ipq806x-generic-qcom_ipq8064-ap148-legacy-squashfs-nand-sysupgrade.bin;21;52.32 MB
/releases/19.07.4/targets/lantiq/xway/openwrt-19.07.4-lantiq-xway-buffalo_wbmr-hp-g300h-a-initramfs-kernel.bin;21;40.33 MB
/releases/18.06.8/targets/lantiq/xway/openwrt-18.06.8-lantiq-xway-arcadyan_arv4519pw-squashfs-sysupgrade.bin;21;30.76 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-e1700ac-v2-16M-squashfs-sysupgrade.bin;21;50.77 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-rut900-squashfs-factory.bin;21;48.83 MB
/snapshots/targets/ath79/generic/openwrt-ath79-generic-teltonika_rut955-initramfs-kernel.bin;21;57.78 MB
/releases/19.07.4/targets/ath79/tiny/openwrt-19.07.4-ath79-tiny-pqi_air-pen-squashfs-sysupgrade.bin;21;38.09 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-tplink_tl-wdr4300-v1-il-squashfs-sysupgrade.bin;21;51.80 MB
/releases/18.06.8/targets/lantiq/xway_legacy/openwrt-18.06.8-lantiq-xway_legacy-arcadyan_arv4518pwr01-initramfs-kernel.bin;21;15.90 MB
/releases/18.06.0/targets/ramips/mt76x8/openwrt-18.06.0-ramips-mt76x8-hc5661a-squashfs-sysupgrade.bin;21;31.68 MB
/releases/18.06.0-rc1/targets/ar71xx/generic/openwrt-18.06.0-rc1-ar71xx-generic-archer-c5-v1-squashfs-sysupgrade.bin;21;29.35 MB
/releases/19.07.4/targets/brcm63xx/smp/openwrt-19.07.4-brcm63xx-smp-A4001N-squashfs-cfe.bin;21;52.75 MB
/snapshots/targets/ramips/mt7621/openwrt-ramips-mt7621-dlink_dir-2640-a1-initramfs-kernel.bin;21;49.32 MB
/snapshots/targets/layerscape/armv8_64b/openwrt-layerscape-armv8_64b-fsl_ls1046a-rdb-squashfs-firmware.bin;21;295.59 MB
/releases/17.01.2/targets/brcm47xx/mips74k/lede-17.01.2-brcm47xx-mips74k-linksys-e2000-v1-squashfs.bin;21;51.48 MB
/snapshots/targets/mpc85xx/p1010/openwrt-mpc85xx-p1010-tplink_tl-wdr4900-v1-squashfs-sysupgrade.bin;21;60.80 MB
/releases/18.06.8/targets/ramips/rt3883/openwrt-18.06.8-ramips-rt3883-tew-692gr-squashfs-sysupgrade.bin;21;27.54 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-librerouter_librerouter-v1-squashfs-sysupgrade.bin;21;48.86 MB
/releases/18.06.8/targets/brcm63xx/generic/openwrt-18.06.8-brcm63xx-generic-AR5381u-squashfs-sysupgrade.bin;21;29.20 MB
/releases/19.07.4/targets/kirkwood/generic/openwrt-19.07.4-kirkwood-cisco_on100-squashfs-sysupgrade.bin;21;39.55 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wa750re-v1-squashfs-sysupgrade.bin;21;30.84 MB
/snapshots/targets/ath79/generic/openwrt-ath79-generic-telco_t1-initramfs-kernel.bin;21;56.32 MB
/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-tplink_archer-mr200-initramfs-kernel.bin;21;44.55 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-mr600-squashfs-sysupgrade.bin;21;53.11 MB
/releases/19.07.4/targets/mvebu/cortexa9/openwrt-19.07.4-mvebu-cortexa9-marvell_a385-db-ap-squashfs-sysupgrade.bin;21;44.96 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-pcs_cr5000-squashfs-sysupgrade.bin;21;52.60 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-glinet_gl-ar150-initramfs-kernel.bin;21;43.82 MB
/snapshots/targets/oxnas/ox820/openwrt-oxnas-ox820-cloudengines_pogoplugpro-squashfs-ubinized.bin;21;34.29 MB
/snapshots/targets/layerscape/armv8_64b/openwrt-layerscape-armv8_64b-fsl_ls1012a-rdb-squashfs-sysupgrade.bin;21;174.83 MB
/releases/19.07.4/targets/mvebu/cortexa72/openwrt-19.07.4-mvebu-cortexa72-marvell_macchiatobin-initramfs-kernel.bin;21;132.88 MB
/snapshots/targets/bcm63xx/generic/openwrt-bcm63xx-generic-sagem_fast-2704n-squashfs-cfe.bin;21;55.78 MB
/releases/18.06.8/targets/ar71xx/generic/openwrt-18.06.8-ar71xx-generic-ap121f-squashfs-sysupgrade.bin;21;29.26 MB
/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-teltonika_rut5xx-squashfs-sysupgrade.bin;21;56.47 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-devolo_dvl1750x-initramfs-kernel.bin;21;41.12 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-buffalo_wzr-hp-g450h-initramfs-kernel.bin;21;41.31 MB
/snapshots/targets/ath79/mikrotik/openwrt-ath79-mikrotik-mikrotik_routerboard-lhg-2nd-squashfs-sysupgrade.bin;21;58.91 MB
/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-accton_wr6202-initramfs-kernel.bin;21;43.93 MB
/releases/17.01.4/targets/ar71xx/generic/lede-17.01.4-ar71xx-generic-tl-wr940n-v4-squashfs-factory.bin;21;61.72 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-iodata_wn-ac1600dgr2-squashfs-sysupgrade.bin;21;52.78 MB
/snapshots/targets/layerscape/armv8_64b/openwrt-layerscape-armv8_64b-fsl_ls1012a-rdb-squashfs-firmware.bin;21;282.23 MB
/releases/19.07.4/targets/lantiq/xway/openwrt-19.07.4-lantiq-xway-buffalo_wbmr-hp-g300h-a-squashfs-sysupgrade.bin;21;55.24 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-tl-wr941nd-v6-cn-squashfs-sysupgrade.bin;21;43.34 MB
/releases/18.06.8/targets/ramips/mt7620/openwrt-18.06.8-ramips-mt7620-cs-qr10-squashfs-sysupgrade.bin;21;30.47 MB
/releases/19.07.4/targets/brcm47xx/mips74k/openwrt-19.07.4-brcm47xx-mips74k-linksys-e2500-v2.1-squashfs.bin;21;24.48 MB
/releases/19.07.4/targets/ramips/mt7620/openwrt-19.07.4-ramips-mt7620-head-weblink_hdrm200-squashfs-sysupgrade.bin;21;50.00 MB
/snapshots/targets/layerscape/armv8_64b/openwrt-layerscape-armv8_64b-fsl_ls1046a-rdb-squashfs-sysupgrade.bin;21;185.40 MB
/releases/19.07.4/targets/ipq806x/generic/openwrt-19.07.4-ipq806x-generic-qcom_ipq8064-ap148-squashfs-nand-factory.bin;21;65.04 MB
/snapshots/targets/lantiq/falcon/openwrt-lantiq-falcon-lantiq_easy98035synce1588-squashfs-sysupgrade.bin;21;44.58 MB
/releases/18.06.8/targets/ramips/rt305x/openwrt-18.06.8-ramips-rt305x-awapn2403-squashfs-sysupgrade.bin;21;30.83 MB
/releases/19.07.4/targets/brcm63xx/smp/openwrt-19.07.4-brcm63xx-smp-CPVA502PLUS-squashfs-cfe.bin;21;38.48 MB
/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-tplink_archer-c50-v1-initramfs-kernel.bin;21;50.37 MB
/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-wrtnode_wrtnode-initramfs-kernel.bin;21;49.97 MB
/releases/19.07.4/targets/ath25/generic/openwrt-19.07.4-ath25-generic-squashfs-sysupgrade.bin;21;41.11 MB
/releases/19.07.4/targets/ramips/mt7620/openwrt-19.07.4-ramips-mt7620-bocco-initramfs-kernel.bin;21;39.85 MB
/releases/18.06.8/targets/brcm63xx/smp/openwrt-18.06.8-brcm63xx-smp-AR5315u-squashfs-sysupgrade.bin;21;23.71 MB
/snapshots/targets/mediatek/mt7629/openwrt-mediatek-mt7629-mediatek_mt7629-rfb-squashfs-sysupgrade.bin;21;54.91 MB
/releases/18.06.8/targets/ar71xx/mikrotik/openwrt-18.06.8-ar71xx-mikrotik-rb-nor-flash-16M-ac-squashfs-sysupgrade.bin;21;40.31 MB
/snapshots/targets/ath79/nand/openwrt-ath79-nand-netgear_wndr4300sw-initramfs-kernel.bin;21;46.98 MB
/releases/18.06.8/targets/ar71xx/tiny/openwrt-18.06.8-ar71xx-tiny-rnx-n360rt-squashfs-sysupgrade.bin;21;38.93 MB
/releases/18.06.5/targets/ramips/mt76x8/openwrt-18.06.5-ramips-mt76x8-u7628-01-128M-16M-squashfs-sysupgrade.bin;21;30.56 MB
/snapshots/targets/mediatek/mt7629/u-boot-mt7629/u-boot-mtk.bin;21;4.68 MB
/snapshots/targets/bcm63xx/smp/openwrt-bcm63xx-smp-adb_a4001n1-squashfs-sysupgrade.bin;21;63.81 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-tplink_archer-c60-v3-initramfs-kernel.bin;21;44.57 MB
/releases/18.06.8/targets/ar71xx/mikrotik/openwrt-18.06.8-ar71xx-mikrotik-vmlinux-initramfs.bin;21;42.07 MB
/releases/18.06.8/targets/ar71xx/generic/openwrt-18.06.8-ar71xx-generic-tl-wdr3600-v1-squashfs-sysupgrade.bin;21;54.44 MB
/releases/18.06.8/targets/mvebu/cortexa9/openwrt-18.06.8-mvebu-cortexa9-linksys-wrt1900ac-squashfs-sysupgrade.bin;21;44.54 MB
/releases/18.06.8/targets/brcm63xx/generic/openwrt-18.06.8-brcm63xx-generic-BTV2110-squashfs-cfe.bin;21;35.51 MB
/snapshots/targets/cns3xxx/generic/openwrt-cns3xxx-squashfs-sysupgrade.bin;21;41.15 MB
/releases/18.06.8/targets/brcm63xx/smp/openwrt-18.06.8-brcm63xx-smp-96358VW2-generic-squashfs-cfe.bin;21;27.11 MB
/releases/18.06.8/targets/brcm63xx/generic/openwrt-18.06.8-brcm63xx-generic-AR5381u-squashfs-cfe.bin;21;57.97 MB
/releases/19.07.4/targets/mvebu/cortexa9/openwrt-19.07.4-mvebu-cortexa9-marvell_a388-rd-initramfs-kernel.bin;21;35.46 MB
/releases/18.06.8/targets/ipq806x/generic/openwrt-18.06.8-ipq806x-tplink_c2600-squashfs-sysupgrade.bin;21;68.59 MB
/releases/19.07.4/targets/mvebu/cortexa9/openwrt-19.07.4-mvebu-cortexa9-marvell_a370-rd-initramfs-kernel.bin;21;33.76 MB
/snapshots/targets/at91/sama5/u-boot-sama5d2_ptc_ek_nandflash/u-boot.bin;21;6.74 MB
/releases/19.07.4/targets/ramips/rt305x/openwrt-19.07.4-ramips-rt305x-all0256n-4M-initramfs-kernel.bin;21;33.38 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-pcs_cr3000-squashfs-sysupgrade.bin;21;47.83 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-pisen_wmm003n-squashfs-sysupgrade.bin;21;51.85 MB
/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-kingston_mlwg2-squashfs-sysupgrade.bin;21;57.36 MB
/releases/18.06.1/targets/lantiq/xrx200/openwrt-18.06.1-lantiq-xrx200-avm_fritz7360sl-squashfs-sysupgrade.bin;21;83.67 MB
/snapshots/targets/mpc85xx/generic/openwrt-mpc85xx-generic-tplink_tl-wdr4900-v1-squashfs-sysupgrade.bin;21;38.14 MB
/snapshots/targets/ath79/mikrotik/openwrt-ath79-mikrotik-mikrotik_routerboard-922uags-5hpacd-initramfs-kernel.bin;21;52.57 MB
/releases/19.07.4/targets/lantiq/xrx200/openwrt-19.07.4-lantiq-xrx200-netgear_dm200-initramfs-kernel.bin;21;42.91 MB
/releases/19.07.2/targets/ramips/mt76x8/openwrt-19.07.2-ramips-mt76x8-tplink_tl-mr3420-v5-squashfs-tftp-recovery.bin;21;100.31 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-wzr-600dhp-squashfs-tftp.bin;21;53.19 MB
/releases/19.07.4/targets/lantiq/xway/openwrt-19.07.4-lantiq-xway-netgear_dgn3500b-initramfs-kernel.bin;21;36.68 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-buffalo_wzr-hp-g302h-a1a0-squashfs-tftp.bin;21;41.50 MB
/snapshots/targets/ath79/nand/openwrt-ath79-nand-netgear_wndr4300sw-squashfs-sysupgrade.bin;21;67.65 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-yuncore_a782-squashfs-tftp.bin;21;59.16 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-e1700ac-v2-8M-squashfs-sysupgrade.bin;21;46.56 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-sc450-squashfs-sysupgrade.bin;21;39.15 MB
/releases/19.07.4/targets/ramips/mt7621/openwrt-19.07.4-ramips-mt7621-zbt-wg3526-32M-initramfs-kernel.bin;21;31.70 MB
/releases/19.07.4/targets/layerscape/armv8_64b/openwrt-19.07.4-layerscape-armv8_64b-ls1043ardb-squashfs-firmware.bin;21;292.31 MB
/snapshots/targets/lantiq/falcon/openwrt-lantiq-falcon-lantiq_easy98020-squashfs-sysupgrade.bin;21;42.91 MB
/releases/19.07.4/targets/ramips/rt305x/openwrt-19.07.4-ramips-rt305x-3g-6200nl-initramfs-kernel.bin;21;32.46 MB
/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-zyxel_keenetic-extra-ii-initramfs-kernel.bin;21;47.09 MB
/releases/19.07.4/targets/ath79/generic/openwrt-19.07.4-ath79-generic-yuncore_xd4200-squashfs-tftp.bin;21;57.58 MB
/releases/18.06.8/targets/ipq40xx/generic/openwrt-18.06.8-ipq40xx-zyxel_wre6606-squashfs-sysupgrade.bin;21;79.00 MB
/releases/18.06.8/targets/ramips/mt76x8/openwrt-18.06.8-ramips-mt76x8-tplink_c20-v4-squashfs-tftp-recovery.bin;21;54.37 MB
/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-kingston_mlw221-squashfs-sysupgrade.bin;21;54.42 MB
/releases/18.06.1/targets/ar7/generic/openwrt-18.06.1-ar7-generic-EVA-4.9-squashfs.bin;21;47.37 MB
/releases/19.07.4/targets/ar71xx/generic/openwrt-19.07.4-ar71xx-generic-all0315n-squashfs-sysupgrade.bin;21;47.75 MB
/snapshots/targets/bcm63xx/smp/openwrt-bcm63xx-smp-comtrend_ct-6373-squashfs-cfe.bin;21;62.97 MB
/releases/18.06.8/targets/ipq40xx/generic/openwrt-18.06.8-ipq40xx-openmesh_a42-squashfs-sysupgrade.bin;21;41.94 MB
/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-ohyeah_oy-0001-initramfs-kernel.bin;21;47.41 MB
/releases/18.06.8/targets/brcm63xx/generic/openwrt-18.06.8-brcm63xx-generic-96348GW-generic-squashfs-cfe.bin;21;24.18 MB
