Image;Hits;206 Hits;Hits combined;Bandwidth;Avg. Size
/releases/17.01.0-rc2/targets/apm821xx/sata/lede-17.01.0-rc2-r3131-42f3c1f-apm821xx-sata-MyBookLiveDuo-ext4-rootfs.img.gz;4;0;4;8.61 MB;2.15 MB
/releases/18.06.1/targets/sunxi/cortexa7/openwrt-18.06.1-sunxi-cortexa7-sun8i-h3-nanopi-m1-plus-squashfs-sdcard.img.gz;4;0;4;8.77 MB;2.19 MB
/releases/17.01.3/targets/ar71xx/nand/lede-17.01.3-ar71xx-nand-nbg6716-squashfs-sysupgrade.tar;4;0;4;4.78 MB;1.19 MB
/releases/19.07.3/targets/omap/generic/openwrt-19.07.3-omap-ti_omap4-panda-squashfs-sdcard.img.gz;4;0;4;6.04 MB;1.51 MB
/releases/17.01.4/targets/apm821xx/nand/lede-17.01.4-apm821xx-nand-mx60-squashfs-sysupgrade.tar;4;0;4;6.32 MB;1.58 MB
/releases/19.07.2/targets/ar71xx/generic/openwrt-19.07.2-ar71xx-generic-vmlinux.lzma;4;0;4;1.62 MB;415.54 KB
/releases/18.06.2/targets/ar71xx/nand/openwrt-18.06.2-ar71xx-nand-nbg6716-squashfs-sysupgrade.tar;4;0;4;5.10 MB;1.27 MB
/releases/17.01.1/targets/at91/legacy/lede-17.01.1-at91-legacy-default-rootfs.tar.gz;4;0;4;4.32 MB;1.08 MB
/releases/18.06.2/targets/x86/generic/openwrt-18.06.2-x86-generic-combined-squashfs.img.gz;4;0;4;14.11 MB;3.53 MB
/snapshots/faillogs/arm_xscale/packages/frr/host-compile.txt;4;0;4;47.70 KB;11.92 KB
/releases/19.07.2/targets/x86/legacy/openwrt-19.07.2-x86-legacy-combined-squashfs.img.gz;4;0;4;18.86 MB;4.72 MB
/releases/18.06.0-rc2/targets/x86/64/openwrt-18.06.0-rc2-x86-64-combined-ext4.img.gz;4;12;16;33.58 MB;2.10 MB
/releases/17.01.1/targets/ar71xx/nand/lede-17.01.1-ar71xx-nand-wndr3700v4-squashfs-sysupgrade.tar;4;0;4;4.78 MB;1.19 MB
/releases/18.06.4/targets/x86/64/openwrt-18.06.4-x86-64-rootfs-squashfs.img.gz;4;0;4;2.78 MB;710.93 KB
/releases/19.07.2/targets/brcm2708/bcm2708/openwrt-19.07.2-brcm2708-bcm2708-rpi-squashfs-factory.img.gz;4;0;4;41.37 MB;10.34 MB
/releases/17.01.3/targets/oxnas/generic/lede-17.01.3-oxnas-pogoplug-pro-ubifs-sysupgrade.tar;4;0;4;6.72 MB;1.68 MB
/releases/19.07.3/targets/sunxi/cortexa7/openwrt-19.07.3-sunxi-cortexa7-sun7i-a20-olinuxino-lime2-ext4-sdcard.img.gz;4;0;4;6.34 MB;1.58 MB
/releases/17.01.3/targets/brcm2708/bcm2708/lede-17.01.3-brcm2708-bcm2708-rpi-ext4-sdcard.img.gz;4;0;4;8.62 MB;2.16 MB
/releases/17.01.0/targets/apm821xx/nand/lede-17.01.0-r3205-59508e3-apm821xx-nand-mx60-squashfs-sysupgrade.tar;4;0;4;6.99 MB;1.75 MB
/releases/faillogs-19.07/arm_cortex-a9_vfpv3/packages/perl-parse-recdescent/host-compile.txt;4;0;4;1.68 KB;429 Bytes
/releases/19.07.0/targets/sunxi/cortexa7/openwrt-19.07.0-sunxi-cortexa7-sun7i-a20-lamobo-r1-ext4-sdcard.img.gz;4;0;4;19.62 MB;4.90 MB
/releases/18.06.1/targets/ar71xx/generic/packages/Packages.gz;4;0;4;276.36 KB;69.09 KB
/releases/19.07.3/targets/layerscape/armv8_64b/openwrt-19.07.3-layerscape-armv8_64b-ls1012afrwy-ext4-firmware.bin.gz;4;0;4;1.08 MB;276.34 KB
/releases/19.07.3/targets/at91/sam9x/openwrt-19.07.3-at91-sam9x-tny_a9260-ext4-factory.bin.gz;4;0;4;6.22 MB;1.55 MB
/releases/18.06.0/targets/mvebu/cortexa53/openwrt-18.06.0-mvebu-cortexa53-globalscale-espressobin-ext4-sdcard.img.gz;4;0;4;7.25 MB;1.81 MB
/releases/19.07.0/targets/sunxi/cortexa7/openwrt-19.07.0-sunxi-cortexa7-sun8i-h3-orangepi-pc-squashfs-sdcard.img.gz;4;0;4;14.44 MB;3.61 MB
/releases/19.07.1/targets/at91/sam9x/openwrt-19.07.1-at91-sam9x-at91sam9g35ek-ext4-root.ubi.gz;4;0;4;5.37 MB;1.34 MB
/releases/17.01.0/targets/ar71xx/nand/lede-17.01.0-r3205-59508e3-ar71xx-nand-mr18-squashfs-sysupgrade.tar;4;0;4;9.38 MB;2.35 MB
/releases/17.01.0-rc1/targets/ar71xx/nand/lede-17.01.0-rc1-r3042-ec095b5-ar71xx-nand-r6100-squashfs-sysupgrade.tar;4;0;4;7.44 MB;1.86 MB
/releases/17.01.3/targets/oxnas/generic/lede-17.01.3-oxnas-stg212-ubifs-sysupgrade.tar;4;0;4;7.32 MB;1.83 MB
/releases/17.01.0/targets/armvirt/generic/lede-17.01.0-r3205-59508e3-armvirt-default-rootfs.tar.gz;4;0;4;2.35 MB;602.68 KB
/snapshots/faillogs/arm_arm1176jzf-s_vfp/packages/node/host-compile.txt;4;0;4;10.65 MB;2.66 MB
/releases/17.01.4/targets/ath25/generic/lede-17.01.4-ath25-generic-kernel.gz;4;0;4;3.36 MB;859.94 KB
/releases/19.07.3/targets/x86/legacy/openwrt-19.07.3-x86-legacy-combined-ext4.img.gz;4;1;5;14.26 MB;2.85 MB
/releases/19.07.3/targets/sunxi/cortexa8/openwrt-19.07.3-sunxi-cortexa8-sun4i-a10-cubieboard-ext4-sdcard.img.gz;4;0;4;11.60 MB;2.90 MB
/releases/17.01.3/targets/zynq/generic/lede-17.01.3-zynq-zybo-uramdisk.image.gz;4;0;4;2.03 MB;520.65 KB
/releases/19.07.3/targets/at91/sama5/openwrt-19.07.3-at91-sama5-at91-sama5d4_xplained-ext4-sdcard.img.gz;4;0;4;6.39 MB;1.60 MB
/releases/19.07.0-rc1/targets/x86/64/openwrt-19.07.0-rc1-x86-64-combined-ext4.img.gz;4;1;5;31.05 MB;6.21 MB
/releases/18.06.0/targets/ar71xx/nand/openwrt-18.06.0-ar71xx-nand-c-60-squashfs-sysupgrade.tar;4;0;4;7.79 MB;1.95 MB
/releases/19.07.2/targets/imx6/generic/openwrt-19.07.2-imx6-ventana-squashfs-bootfs.tar.gz;4;0;4;7.82 MB;1.95 MB
/releases/19.07.3/targets/sunxi/cortexa7/openwrt-19.07.3-sunxi-cortexa7-sun8i-h3-nanopi-neo-ext4-sdcard.img.gz;4;0;4;8.81 MB;2.20 MB
/releases/17.01.1/targets/at91/sama5d3/lede-17.01.1-at91-sama5d3-at91sama5d3xplained-rootfs.tar.gz;4;0;4;4.31 MB;1.08 MB
/releases/17.01.4/targets/ar71xx/nand/lede-17.01.4-ar71xx-nand-z1-squashfs-sysupgrade.tar;4;0;4;6.85 MB;1.71 MB
/releases/19.07.0/targets/ar71xx/mikrotik/openwrt-19.07.0-ar71xx-mikrotik-vmlinux.lzma;4;0;4;3.69 MB;943.77 KB
/releases/17.01.3/targets/rb532/generic/lede-17.01.3-rb532-default-rootfs.tar.gz;4;0;4;3.58 MB;916.33 KB
/releases/17.01.3/targets/kirkwood/generic/lede-17.01.3-kirkwood-ib62x0-squashfs-sysupgrade.tar;4;0;4;3.50 MB;895.37 KB
/releases/19.07.2/targets/archs38/generic/openwrt-19.07.2-archs38-generic-Default-sdcard-vfat-ext4.img.gz;4;0;4;23.13 MB;5.78 MB
/releases/17.01.2/targets/sunxi/generic/lede-17.01.2-sunxi-sun7i-a20-olinuxino-micro-ext4-sdcard.img.gz;4;0;4;5.11 MB;1.28 MB
/releases/17.01.0/targets/arc770/generic/lede-17.01.0-r3205-59508e3-arc770-generic-Default-sdcard-vfat-ext4.img.gz;4;0;4;5.73 MB;1.43 MB
/releases/19.07.0/targets/sunxi/cortexa7/openwrt-19.07.0-sunxi-cortexa7-sun8i-h3-orangepi-one-ext4-sdcard.img.gz;4;0;4;22.38 MB;5.59 MB
/releases/18.06.1/targets/at91/sama5d2/openwrt-18.06.1-at91-sama5d2-rootfs.tar.gz;4;0;4;4.22 MB;1.06 MB
/releases/19.07.3/targets/at91/sam9x/openwrt-19.07.3-at91-sam9x-ethernut5-ext4-root.ubi.gz;4;0;4;5.19 MB;1.30 MB
/releases/17.01.3/targets/zynq/generic/lede-17.01.3-zynq-zed-uramdisk.image.gz;4;0;4;2.13 MB;544.65 KB
/releases/18.06.1/targets/at91/sama5d4/openwrt-18.06.1-at91-sama5d4-at91-sama5d4_xplained-ext4-sdcard.img.gz;4;2;6;13.46 MB;2.24 MB
/releases/18.06.0-rc2/targets/brcm2708/bcm2709/openwrt-18.06.0-rc2-brcm2708-bcm2709-rpi-2-squashfs-sdcard.img.gz;4;35;39;16.15 MB;424.07 KB
/releases/17.01.4/targets/ar71xx/nand/lede-17.01.4-ar71xx-nand-nbg6716-squashfs-sysupgrade.tar;4;0;4;5.07 MB;1.27 MB
/snapshots/faillogs/arc_arc700/packages/frr/host-compile.txt;4;0;4;47.70 KB;11.92 KB
/releases/18.06.4/targets/at91/sama5d3/openwrt-18.06.4-at91-sama5d3-at91-sama5d3_xplained-ext4-zImage.gz;4;0;4;6.46 MB;1.61 MB
/releases/19.07.2/targets/sunxi/cortexa53/openwrt-19.07.2-sunxi-cortexa53-sun50i-h5-orangepi-pc2-squashfs-sdcard.img.gz;4;0;4;24.07 MB;6.02 MB
/releases/17.01.3/targets/brcm63xx/smp/lede-17.01.3-brcm63xx-smp-livebox-vmlinux.gz;4;0;4;2.06 MB;527.94 KB
/releases/17.01.0-rc2/targets/apm821xx/nand/lede-17.01.0-rc2-r3131-42f3c1f-apm821xx-nand-mx60w-squashfs-sysupgrade.tar;3;0;3;4.43 MB;1.48 MB
/releases/17.01.3/targets/apm821xx/nand/lede-17.01.3-apm821xx-nand-WNDR4700-squashfs-sysupgrade.tar;3;0;3;4.80 MB;1.60 MB
/releases/17.01.0-rc1/targets/apm821xx/sata/lede-17.01.0-rc1-r3042-ec095b5-apm821xx-sata-MyBookLiveDuo-ext4-rootfs.img.gz;3;0;3;5.34 MB;1.78 MB
/releases/19.07.3/targets/mvebu/cortexa72/openwrt-19.07.3-mvebu-cortexa72-marvell_armada8040-db-ext4-sdcard.img.gz;3;0;3;6.65 MB;2.22 MB
/releases/19.07.0/targets/sunxi/cortexa7/openwrt-19.07.0-sunxi-cortexa7-sun8i-h3-orangepi-pc-plus-ext4-sdcard.img.gz;3;0;3;16.82 MB;5.61 MB
/releases/19.07.0/targets/sunxi/cortexa7/openwrt-19.07.0-sunxi-cortexa7-sun7i-a20-cubietruck-ext4-sdcard.img.gz;3;0;3;19.28 MB;6.43 MB
/releases/19.07.1/targets/omap/generic/openwrt-19.07.1-omap-ti_am335x-bone-black-ext4-sdcard.img.gz;3;0;3;6.89 MB;2.30 MB
/releases/19.07.1/targets/omap/generic/openwrt-19.07.1-omap-ti_am335x-evm-squashfs-sdcard.img.gz;3;0;3;6.03 MB;2.01 MB
/releases/18.06.6/targets/at91/legacy/openwrt-18.06.6-at91-legacy-at91sam9g20ek-ext4-zImage.gz;3;0;3;3.35 MB;1.12 MB
/releases/19.07.0/targets/at91/sama5/openwrt-19.07.0-at91-sama5-at91-sama5d2_ptc_ek-ext4-zImage.gz;3;0;3;7.02 MB;2.34 MB
/releases/18.06.1/targets/ath25/generic/openwrt-18.06.1-ath25-generic-kernel.gz;3;0;3;4.14 MB;1.38 MB
/releases/18.06.6/targets/x86/geode/openwrt-18.06.6-x86-geode-rootfs-ext4.img.gz;3;0;3;4.93 MB;1.64 MB
/releases/17.01.0-rc2/targets/at91/sama5d3/lede-17.01.0-rc2-r3131-42f3c1f-at91-sama5d3-at91sama5d3xplained-rootfs.tar.gz;3;0;3;2.21 MB;754.71 KB
/releases/19.07.1/targets/at91/sam9x/openwrt-19.07.1-at91-sam9x-at91sam9g25ek-ext4-root.ubi.gz;3;0;3;5.12 MB;1.71 MB
/releases/17.01.1/targets/armvirt/generic/lede-17.01.1-armvirt-root.ext4.gz;3;0;3;2.18 MB;744.19 KB
/releases/17.01.2/targets/x86/legacy/lede-17.01.2-x86-legacy-rootfs-ext4.img.gz;3;0;3;2.95 MB;1007.75 KB
/releases/19.07.3/targets/omap/generic/openwrt-19.07.3-omap-rootfs.tar.gz;3;0;3;3.02 MB;1.01 MB
/releases/18.06.7/targets/brcm2708/bcm2708/openwrt-18.06.7-brcm2708-bcm2708-rpi-ext4-factory.img.gz;3;10;13;18.49 MB;1.42 MB
/releases/18.06.1/targets/ramips/mt7621/openwrt-18.06.1-ramips-mt7621-r6220-squashfs-sysupgrade.tar;3;0;3;4.57 MB;1.52 MB
/releases/18.06.4/targets/at91/sama5d3/openwrt-18.06.4-at91-sama5d3-at91-sama5d3_xplained-ext4-root.ubi.gz;3;0;3;4.82 MB;1.61 MB
/releases/18.06.7/targets/x86/geode/openwrt-18.06.7-x86-geode-combined-ext4.img.gz;3;0;3;8.54 MB;2.85 MB
/releases/19.07.1/targets/x86/geode/openwrt-19.07.1-x86-geode-combined-squashfs.img.gz;3;0;3;6.75 MB;2.25 MB
/releases/17.01.3/targets/sunxi/generic/lede-17.01.3-sunxi-sun4i-a10-olinuxino-lime-ext4-sdcard.img.gz;3;0;3;4.91 MB;1.64 MB
/releases/17.01.3/targets/ipq806x/generic/lede-17.01.3-ipq806x-AP148-squashfs-nand-sysupgrade.tar;3;0;3;5.41 MB;1.80 MB
/releases/17.01.3/targets/kirkwood/generic/lede-17.01.3-kirkwood-linksys-viper-squashfs-sysupgrade.tar;3;0;3;4.15 MB;1.38 MB
/releases/18.06.4/targets/ramips/mt7621/openwrt-18.06.4-ramips-mt7621-ubnt-erx-squashfs-sysupgrade.tar;3;0;3;5.98 MB;1.99 MB
/releases/18.06.3/targets/sunxi/cortexa8/openwrt-18.06.3-sunxi-cortexa8-sun5i-a13-olimex-som-ext4-sdcard.img.gz;3;0;3;6.01 MB;2.00 MB
/releases/18.06.1/targets/sunxi/cortexa7/openwrt-18.06.1-sunxi-cortexa7-sun7i-a20-bananapro-squashfs-sdcard.img.gz;3;0;3;10.30 MB;3.43 MB
/releases/18.06.5/targets/mvebu/cortexa9/omnia-medkit-openwrt-18.06.5-mvebu-cortexa9-turris-omnia-initramfs.tar.gz;3;0;3;4.05 MB;1.35 MB
/releases/19.07.0/targets/sunxi/cortexa8/openwrt-19.07.0-sunxi-cortexa8-sun4i-a10-marsboard-ext4-sdcard.img.gz;3;0;3;16.69 MB;5.56 MB
/releases/17.01.0/targets/x86/geode/lede-17.01.0-r3205-59508e3-x86-geode-combined-ext4.img.gz;3;36;39;20.45 MB;536.91 KB
/releases/19.07.0/targets/gemini/generic/openwrt-19.07.0-gemini-dlink_dns-313-ext4-factory.bin.gz;3;0;3;17.11 MB;5.70 MB
/releases/19.07.0/targets/sunxi/cortexa7/openwrt-19.07.0-sunxi-cortexa7-sun7i-a20-pcduino3-squashfs-sdcard.img.gz;3;0;3;15.44 MB;5.15 MB
/releases/19.07.0/targets/sunxi/cortexa7/openwrt-19.07.0-sunxi-cortexa7-sun7i-a20-bananapi-squashfs-sdcard.img.gz;3;0;3;14.36 MB;4.79 MB
/releases/17.01.4/targets/armvirt/generic/lede-17.01.4-armvirt-default-rootfs.tar.gz;3;0;3;1.87 MB;639.78 KB
/releases/19.07.2/targets/sunxi/cortexa53/openwrt-19.07.2-sunxi-cortexa53-sun50i-a64-sopine-baseboard-squashfs-sdcard.img.gz;3;0;3;17.98 MB;5.99 MB
/releases/17.01.0-rc1/targets/oxnas/generic/lede-17.01.0-rc1-r3042-ec095b5-oxnas-stg212-squashfs-sysupgrade.tar;3;0;3;3.39 MB;1.13 MB
/releases/17.01.0/targets/mvebu/generic/lede-17.01.0-r3205-59508e3-mvebu-armada-388-clearfog-sdcard.img.gz;3;0;3;8.28 MB;2.76 MB
/releases/19.07.0/targets/x86/legacy/openwrt-19.07.0-x86-legacy-rootfs-squashfs.img.gz;3;0;3;4.97 MB;1.66 MB
/releases/19.07.3/targets/armvirt/32/openwrt-19.07.3-armvirt-32-default-rootfs.tar.gz;3;0;3;4.24 MB;1.41 MB
/releases/19.07.3/targets/at91/sam9x/openwrt-19.07.3-at91-sam9x-at91sam9x25ek-ext4-root.ubi.gz;3;0;3;2.76 MB;943.45 KB
/releases/19.07.3/targets/gemini/generic/openwrt-19.07.3-gemini-raidsonic_ib-4220-b-ext4-factory.bin.gz;3;0;3;16.66 MB;5.55 MB
/releases/17.01.3/targets/kirkwood/generic/lede-17.01.3-kirkwood-iconnect-squashfs-sysupgrade.tar;3;0;3;3.50 MB;1.17 MB
/releases/17.01.0-rc1/targets/ipq806x/generic/lede-17.01.0-rc1-r3042-ec095b5-ipq806x-AP148-legacy-ubifs-nand-sysupgrade.tar;3;0;3;5.80 MB;1.93 MB
/releases/19.07.0/targets/mvebu/cortexa53/openwrt-19.07.0-mvebu-cortexa53-globalscale_espressobin-emmc-squashfs-sdcard.img.gz;3;0;3;11.30 MB;3.77 MB
/releases/19.07.0/targets/sunxi/cortexa7/openwrt-19.07.0-sunxi-cortexa7-sun7i-a20-olinuxino-lime2-ext4-sdcard.img.gz;3;0;3;17.20 MB;5.73 MB
/releases/18.06.0/targets/sunxi/cortexa7/openwrt-18.06.0-sunxi-cortexa7-sun7i-a20-pcduino3-squashfs-sdcard.img.gz;3;0;3;9.74 MB;3.25 MB
/releases/17.01.3/targets/x86/generic/lede-17.01.3-x86-generic-generic-rootfs.tar.gz;3;0;3;2.93 MB;999.95 KB
/releases/17.01.3/targets/sunxi/generic/lede-17.01.3-sunxi-sun8i-h3-orangepi-plus-squashfs-sdcard.img.gz;3;0;3;4.11 MB;1.37 MB
/releases/19.07.0/targets/sunxi/cortexa7/openwrt-19.07.0-sunxi-cortexa7-sun7i-a20-bananapi-ext4-sdcard.img.gz;3;0;3;16.90 MB;5.63 MB
/releases/19.07.3/targets/at91/sam9x/openwrt-19.07.3-at91-sam9x-at91sam9g20ek-ext4-root.ubi.gz;3;0;3;2.70 MB;922.11 KB
/releases/19.07.2/targets/sunxi/cortexa7/openwrt-19.07.2-sunxi-cortexa7-sun8i-h3-nanopi-neo-squashfs-sdcard.img.gz;3;0;3;14.24 MB;4.75 MB
/releases/17.01.1/targets/sunxi/generic/lede-17.01.1-sunxi-sun7i-a20-lamobo-r1-squashfs-sdcard.img.gz;3;0;3;4.95 MB;1.65 MB
/releases/18.06.5/targets/sunxi/cortexa7/openwrt-18.06.5-sunxi-cortexa7-sun8i-h3-nanopi-neo-squashfs-sdcard.img.gz;3;0;3;4.72 MB;1.57 MB
/releases/17.01.2/targets/sunxi/generic/lede-17.01.2-sunxi-sun7i-a20-cubieboard2-squashfs-sdcard.img.gz;3;0;3;591.24 KB;197.08 KB
/releases/19.07.0/targets/at91/sam9x/openwrt-19.07.0-at91-sam9x-at91sam9x25ek-ext4-root.ubi.gz;3;0;3;5.10 MB;1.70 MB
/releases/18.06.0/targets/sunxi/cortexa7/openwrt-18.06.0-sunxi-cortexa7-sun7i-a20-pcduino3-ext4-sdcard.img.gz;3;0;3;6.08 MB;2.03 MB
/releases/18.06.5/targets/at91/sama5d2/openwrt-18.06.5-at91-sama5d2-at91-sama5d2_xplained-ext4-sdcard.img.gz;3;0;3;6.06 MB;2.02 MB
/snapshots/faillogs/arm_cortex-a8_vfpv3/packages/node/host-compile.txt;3;0;3;8.10 MB;2.70 MB
/releases/19.07.3/targets/sunxi/cortexa7/openwrt-19.07.3-sunxi-cortexa7-sun7i-a20-cubieboard2-ext4-sdcard.img.gz;3;0;3;6.17 MB;2.06 MB
/releases/17.01.4/targets/imx6/generic/lede-17.01.4-imx6-rootfs.tar.gz;3;0;3;2.30 MB;785.03 KB
/releases/17.01.0/targets/ath25/generic/lede-17.01.0-r3205-59508e3-ath25-generic-kernel.gz;3;0;3;1.72 MB;586.58 KB
/releases/18.06.6/targets/mvebu/cortexa9/openwrt-18.06.6-mvebu-cortexa9-armada-388-clearfog-pro-squashfs-sdcard.img.gz;3;0;3;5.05 MB;1.68 MB
/releases/18.06.6/targets/x86/legacy/openwrt-18.06.6-x86-legacy-combined-squashfs.img.gz;3;0;3;6.26 MB;2.09 MB
/releases/19.07.0/targets/gemini/generic/openwrt-19.07.0-gemini-raidsonic_ib-4220-b-ext4-factory.bin.gz;3;0;3;16.57 MB;5.52 MB
/releases/19.07.3/targets/x86/geode/openwrt-19.07.3-x86-geode-rootfs-ext4.img.gz;3;0;3;9.71 MB;3.24 MB
/releases/18.06.0-rc2/targets/ar71xx/nand/openwrt-18.06.0-rc2-ar71xx-nand-mr18-squashfs-sysupgrade.tar;3;0;3;9.75 MB;3.25 MB
/releases/17.01.3/targets/sunxi/generic/lede-17.01.3-sunxi-sun7i-a20-lamobo-r1-squashfs-sdcard.img.gz;3;0;3;4.73 MB;1.58 MB
/releases/17.01.2/targets/apm821xx/nand/lede-17.01.2-apm821xx-nand-WNDR4700-squashfs-sysupgrade.tar;3;0;3;4.68 MB;1.56 MB
/releases/17.01.2/targets/armvirt/generic/lede-17.01.2-armvirt-root.squashfs.gz;3;0;3;1.47 MB;503.44 KB
/releases/19.07.3/targets/apm821xx/sata/openwrt-19.07.3-apm821xx-sata-wd_mybooklive-ext4-sysupgrade.img.gz;3;0;3;13.16 MB;4.39 MB
/releases/19.07.3/targets/omap/generic/openwrt-19.07.3-omap-ti_omap4-panda-ext4-sdcard.img.gz;3;0;3;6.94 MB;2.31 MB
/releases/17.01.3/targets/sunxi/generic/lede-17.01.3-sunxi-sun4i-a10-cubieboard-ext4-sdcard.img.gz;3;0;3;5.02 MB;1.67 MB
/releases/19.07.1/targets/sunxi/cortexa7/openwrt-19.07.1-sunxi-cortexa7-sun8i-h2-plus-orangepi-zero-squashfs-sdcard.img.gz;3;0;3;9.67 MB;3.22 MB
/releases/19.07.0/targets/mxs/generic/openwrt-19.07.0-mxs-duckbill-sdcard.img.gz;3;0;3;22.73 MB;7.58 MB
/releases/17.01.4/targets/sunxi/generic/lede-17.01.4-sunxi-sun5i-a13-olinuxino-ext4-sdcard.img.gz;3;0;3;5.52 MB;1.84 MB
/releases/19.07.3/targets/armvirt/64/openwrt-19.07.3-armvirt-64-rootfs.cpio.gz;3;0;3;60 Bytes;20 Bytes
/releases/18.06.7/targets/armvirt/32/openwrt-18.06.7-armvirt-32-root.squashfs.gz;3;0;3;3.06 MB;1.02 MB
/releases/17.01.0-rc1/targets/apm821xx/sata/lede-17.01.0-rc1-r3042-ec095b5-apm821xx-sata-MyBookLiveSingle-ext4-rootfs.img.gz;3;0;3;5.10 MB;1.70 MB
/releases/19.07.3/targets/sunxi/cortexa8/openwrt-19.07.3-sunxi-cortexa8-sun4i-a10-marsboard-ext4-sdcard.img.gz;3;0;3;11.34 MB;3.78 MB
/releases/18.06.6/targets/mvebu/cortexa9/openwrt-18.06.6-mvebu-cortexa9-turris-omnia-sysupgrade.img.gz;3;0;3;5.65 MB;1.88 MB
/releases/17.01.3/targets/archs38/generic/lede-17.01.3-archs38-generic-root.ext4.gz;3;0;3;2.88 MB;983.07 KB
/releases/18.06.2/targets/ar71xx/nand/openwrt-18.06.2-ar71xx-nand-wndr4300-squashfs-sysupgrade.tar;3;0;3;4.76 MB;1.59 MB
/releases/19.07.0/targets/mvebu/cortexa53/openwrt-19.07.0-mvebu-cortexa53-globalscale_espressobin-ext4-sdcard.img.gz;3;0;3;12.96 MB;4.32 MB
/releases/17.01.3/targets/sunxi/generic/lede-17.01.3-sunxi-sun6i-a31-m9-ext4-sdcard.img.gz;3;0;3;5.38 MB;1.79 MB
/snapshots/faillogs/arm_mpcore/packages/node/host-compile.txt;3;0;3;8.06 MB;2.69 MB
/releases/19.07.0-rc1/targets/apm821xx/sata/openwrt-19.07.0-rc1-apm821xx-sata-wd_mybooklive-ext4-sysupgrade.img.gz;3;0;3;13.14 MB;4.38 MB
/releases/18.06.3/targets/x86/64/openwrt-18.06.3-x86-64-combined-squashfs.img.gz;3;0;3;8.98 MB;2.99 MB
/releases/17.01.0-rc1/targets/ar71xx/generic/lede-17.01.0-rc1-r3042-ec095b5-ar71xx-generic-vmlinux.lzma;3;0;3;2.50 MB;853.33 KB
/releases/17.01.5/targets/mxs/generic/lede-17.01.5-mxs-duckbill-sdcard.img.gz;3;0;3;19.47 MB;6.49 MB
/releases/17.01.0-rc1/targets/apm821xx/nand/lede-17.01.0-rc1-r3042-ec095b5-apm821xx-nand-mr24-squashfs-sysupgrade.tar;3;0;3;7.36 MB;2.45 MB
/releases/18.06.2/targets/x86/geode/openwrt-18.06.2-x86-geode-combined-ext4.img.gz;3;0;3;14.36 MB;4.79 MB
/releases/17.01.5/targets/ipq806x/generic/lede-17.01.5-ipq806x-D7800-squashfs-sysupgrade.tar;3;0;3;5.06 MB;1.69 MB
/releases/17.01.3/targets/ipq806x/generic/lede-17.01.3-ipq806x-EA8500-squashfs-sysupgrade.tar;3;0;3;4.66 MB;1.55 MB
/releases/17.01.2/targets/sunxi/generic/lede-17.01.2-sunxi-sun4i-a10-olinuxino-lime-ext4-sdcard.img.gz;3;0;3;527.24 KB;175.75 KB
/releases/17.01.0-rc1/targets/apm821xx/nand/lede-17.01.0-rc1-r3042-ec095b5-apm821xx-nand-mx60-squashfs-sysupgrade.tar;3;0;3;7.42 MB;2.47 MB
/releases/18.06.3/targets/x86/legacy/openwrt-18.06.3-x86-legacy-rootfs-ext4.img.gz;3;0;3;6.11 MB;2.04 MB
/releases/17.01.0-rc1/targets/octeon/generic/lede-17.01.0-rc1-r3042-ec095b5-octeon-er-squashfs-sysupgrade.tar;3;0;3;5.48 MB;1.83 MB
/releases/17.01.4/targets/archs38/generic/lede-17.01.4-archs38-generic-Default-sdcard-vfat-ext4.img.gz;3;0;3;7.57 MB;2.52 MB
/releases/19.07.3/targets/ar71xx/nand/openwrt-19.07.3-ar71xx-nand-mr18-squashfs-sysupgrade.tar;3;0;3;15.09 MB;5.03 MB
/snapshots/faillogs/arc_archs/packages/frr/host-compile.txt;3;0;3;31.80 KB;10.60 KB
/releases/17.01.5/targets/oxnas/generic/lede-17.01.5-oxnas-akitio-ubifs-sysupgrade.tar;3;0;3;10.04 MB;3.35 MB
/releases/18.06.3/targets/sunxi/cortexa7/openwrt-18.06.3-sunxi-cortexa7-sun7i-a20-olinuxino-lime2-emmc-squashfs-sdcard.img.gz;3;0;3;9.26 MB;3.09 MB
/releases/17.01.3/targets/sunxi/generic/lede-17.01.3-sunxi-sun7i-a20-bananapi-ext4-sdcard.img.gz;3;0;3;4.91 MB;1.64 MB
/releases/18.06.0-rc1/targets/sunxi/cortexa53/openwrt-18.06.0-rc1-sunxi-cortexa53-sun50i-h5-orangepi-zero-plus-squashfs-sdcard.img.gz;3;0;3;15.89 MB;5.30 MB
/releases/19.07.3/targets/sunxi/cortexa7/openwrt-19.07.3-sunxi-cortexa7-sun8i-h3-bananapi-m2-plus-squashfs-sdcard.img.gz;3;0;3;6.08 MB;2.03 MB
/releases/18.06.0/targets/at91/sama5d2/openwrt-18.06.0-at91-sama5d2-at91-sama5d2_xplained-ext4-root.ubi.gz;3;0;3;2.57 MB;875.58 KB
/releases/18.06.2/targets/sunxi/cortexa7/openwrt-18.06.2-sunxi-cortexa7-sun7i-a20-olinuxino-lime-squashfs-sdcard.img.gz;3;0;3;9.26 MB;3.09 MB
/releases/17.01.4/targets/imx6/generic/lede-17.01.4-imx6-ventana-squashfs-bootfs.tar.gz;3;0;3;495.24 KB;165.08 KB
/releases/17.01.0-rc1/targets/ipq806x/generic/lede-17.01.0-rc1-r3042-ec095b5-ipq806x-AP148-ubifs-nand-sysupgrade.tar;3;0;3;5.69 MB;1.90 MB
