2004 183
2005 2130
2006 1986
2007 2850
2008 2412
2009 3354
2010 3607
2011 2687
2012 3503
2013 3468
2014 3436
2015 3802
2016 3867
2017 2968
2018 3340
2019 2926
2020 2715
