1 1847
2 1414
3 1127
4 881
5 635
6 524
7 511
8 643
9 1191
10 1561
11 2045
12 2600
13 2881
14 2982
15 3134
16 3099
17 2906
18 2871
19 2820
20 2795
21 2593
22 2773
23 2786
24 2615
